,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
42259,19011100460058,ASP,2019-01-04,RES,blank,2000/12,4.38,854,650,5129,6738,blank,blank,5483295,19011100460058,1,39.0,O,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block O,天秀路TIN FU COURT|Phase2|BlockO,天秀路TIN FU COURT|Phase2|BlockO|39|1,天水圍,2000,20,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑O座,天秀路","TIN FU COURT(BLOCK O),TIN SAU RD","TIN FU COURT(Block O),TIN SAU RD|天富苑O座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockO|39|1consid4.38,39
43209,19112501340126,ASP,2019-11-12,RES,blank,1999/12,3.85,664,506,5798,7609,blank,blank,5644488,19112501340126,7,14.0,L,blank,CHUNG HO HSE,頌浩閣,TIN CHUNG COURT,天頌苑,TIN WING RD,天榮路,3,blank,NTSW,TSWTL18RP,TIN CHUNG COURT|CHUNG HO HSE頌浩閣|Phase |Block L,天榮路TIN CHUNG COURTCHUNG HO HSE頌浩閣|Phase|BlockL,天榮路TIN CHUNG COURTCHUNG HO HSE頌浩閣|Phase|BlockL|14|7,天水圍,1999,21,CHUNG HO HSE頌浩閣,3 TIN WING RD|天榮路,3 TIN WING RD,3 天榮路,"頌浩閣,天頌苑,天榮路","CHUNG HO HSE,TIN CHUNG COURT,TIN WING RD","CHUNG HO HSE,TIN CHUNG COURT,TIN WING RD|頌浩閣,天頌苑,天榮路",TIN WING RDTIN CHUNG COURTCHUNG HO HSE頌浩閣|Phaseblank|BlockL|14|7consid3.85,14
43211,19112501860074,ASP,2019-11-01,RES,blank,1994/12,6.26,811,639,7719,9797,blank,BW:42 SF (GI/NE) / ,5644760,19112501860074,B,26.0,5,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 5,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block5,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block5|26|B,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block5|26|Bconsid6.26,26
43213,19112601600192,ASP,2019-10-28,RES,blank,2010/07,6.3,884,674,7127,9347,blank,BW:29 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5645240,19112601600192,D,15.0,7,2,CENTRAL PARK TOWERS II,柏慧豪廷,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS|CENTRAL PARK TOWERS II柏慧豪廷|Phase 2|Block 7,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block7,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block7|15|D,天水圍,2010,10,CENTRAL PARK TOWERS II柏慧豪廷,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪廷,柏慧豪園,天恩路","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD|柏慧豪廷,柏慧豪園,天恩路",TIN YAN RDCENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block7|15|Dconsid6.3,15
43215,19112700840036,ASP,2019-11-01,RES,blank,2007/11,5.7,666,510,8559,11176,blank,BW:20 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5645880,19112700840036,G,17.0,5,1,blank,blank,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS||Phase 1|Block 5,天恩路CENTRAL PARK TOWERS|Phase1|Block5,天恩路CENTRAL PARK TOWERS|Phase1|Block5|17|G,天水圍,2007,13,blankblank,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪園5座,天恩路","CENTRAL PARK TOWERS(BLOCK 5),TIN YAN RD","CENTRAL PARK TOWERS(Block 5),TIN YAN RD|柏慧豪園5座,天恩路",TIN YAN RDCENTRAL PARK TOWERSblankblank|Phase1|Block5|17|Gconsid5.7,17
43216,19112701750191,ASP,2019-11-19,RES,blank,1993/09,5.938,705,557,8423,10661,blank,BW:39 SF (GI/NE) / ,5646061,19112701750191,D,28.0,6,blank,CHESTWOOD COURT,翠湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN SHUI RD,天瑞路,8,blank,NTSW,TSWTL3RP,KINGSWOOD VILLAS|CHESTWOOD COURT翠湖居|Phase |Block 6,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block6,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block6|28|D,天水圍,1993,27,CHESTWOOD COURT翠湖居,8 TIN SHUI RD|天瑞路,8 TIN SHUI RD,8 天瑞路,"翠湖居,嘉湖山莊,天瑞路","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD|翠湖居,嘉湖山莊,天瑞路",TIN SHUI RDKINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phaseblank|Block6|28|Dconsid5.938,28
43217,19112702260267,ASP,2019-11-01,RES,blank,2010/07,5.78,668,513,8653,11267,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5646270,19112702260267,A,17.0,8,2,CENTRAL PARK TOWERS II,柏慧豪廷,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS|CENTRAL PARK TOWERS II柏慧豪廷|Phase 2|Block 8,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block8,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block8|17|A,天水圍,2010,10,CENTRAL PARK TOWERS II柏慧豪廷,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪廷,柏慧豪園,天恩路","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD|柏慧豪廷,柏慧豪園,天恩路",TIN YAN RDCENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block8|17|Aconsid5.78,17
43218,19112702280107,ASP,2019-11-01,RES,blank,1996/02,4.85,581,457,8348,10613,blank,BW:31 SF (GI/NE) / ,5646287,19112702280107,E,5.0,9,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 9,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block9,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block9|5|E,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block9|5|Econsid4.85,5
43219,19112702280930,ASP,2019-11-01,RES,blank,1994/12,5.95,709,556,8392,10701,blank,BW:39 SF (GI/NE) / ,5646340,19112702280930,C,32.0,3,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 3,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block3,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block3|32|C,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block3|32|Cconsid5.95,32
43220,19112801060198,ASP,2019-10-31,RES,blank,1993/09,5.8,705,557,8227,10413,blank,BW:39 SF (GI/NE) / ,5646724,19112801060198,H,22.0,5,blank,CHESTWOOD COURT,翠湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN SHUI RD,天瑞路,8,blank,NTSW,TSWTL3RP,KINGSWOOD VILLAS|CHESTWOOD COURT翠湖居|Phase |Block 5,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block5,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block5|22|H,天水圍,1993,27,CHESTWOOD COURT翠湖居,8 TIN SHUI RD|天瑞路,8 TIN SHUI RD,8 天瑞路,"翠湖居,嘉湖山莊,天瑞路","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD|翠湖居,嘉湖山莊,天瑞路",TIN SHUI RDKINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phaseblank|Block5|22|Hconsid5.8,22
43221,19112801310254,ASP,2019-11-07,RES,blank,1994/12,5.5,581,457,9466,12035,blank,BW:31 SF (GI/NE) / ,5646760,19112801310254,E,28.0,7,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7|28|E,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block7|28|Econsid5.5,28
43222,19112801590040,ASP,2019-11-13,RES,blank,1994/12,5.26,576,454,9132,11586,blank,BW:29 SF (GI/NE) / ,5646831,19112801590040,F,23.0,5,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 5,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block5,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block5|23|F,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block5|23|Fconsid5.26,23
43224,19112802070503,ASP,2019-11-04,RES,blank,1997/12,5.9,714,556,8263,10612,blank,BW:41 SF (GI/NE) / ,5647022,19112802070503,D,16.0,7,blank,MAYWOOD COURT,美湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,9,blank,NTSW,TSWTL6,KINGSWOOD VILLAS|MAYWOOD COURT美湖居|Phase |Block 7,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block7,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block7|16|D,天水圍,1997,23,MAYWOOD COURT美湖居,9 TIN LUNG RD|天龍路,9 TIN LUNG RD,9 天龍路,"美湖居,嘉湖山莊,天龍路","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|美湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASMAYWOOD COURT美湖居|Phaseblank|Block7|16|Dconsid5.9,16
43225,19112802090239,ASP,2019-11-11,RES,blank,1996/02,5.9202,709,556,8350,10648,blank,BW:39 SF (GI/NE) / ,5647037,19112802090239,G,25.0,3,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 3,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block3,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block3|25|G,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block3|25|Gconsid5.9202,25
43226,19112802090639,ASP,2019-11-01,RES,blank,2007/11,6.33,658,501,9620,12635,blank,BW:22 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5647054,19112802090639,C,51.0,5,1,blank,blank,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS||Phase 1|Block 5,天恩路CENTRAL PARK TOWERS|Phase1|Block5,天恩路CENTRAL PARK TOWERS|Phase1|Block5|51|C,天水圍,2007,13,blankblank,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪園5座,天恩路","CENTRAL PARK TOWERS(BLOCK 5),TIN YAN RD","CENTRAL PARK TOWERS(Block 5),TIN YAN RD|柏慧豪園5座,天恩路",TIN YAN RDCENTRAL PARK TOWERSblankblank|Phase1|Block5|51|Cconsid6.33,51
43227,19112802090718,ASP,2019-11-05,RES,blank,1991/12,4.88,586,458,8328,10655,blank,BW:38 SF (GI/NE) / ,5647061,19112802090718,E,7.0,5,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 5,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block5,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block5|7|E,天水圍,1991,29,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block5|7|Econsid4.88,7
43230,19112900740055,ASP,2019-11-14,RES,blank,2001/03,4.46,854,650,5222,6862,blank,blank,5647354,19112900740055,2,34.0,J,1,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 1|Block J,天秀路TIN FU COURT|Phase1|BlockJ,天秀路TIN FU COURT|Phase1|BlockJ|34|2,天水圍,2001,19,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑J座,天秀路","TIN FU COURT(BLOCK J),TIN SAU RD","TIN FU COURT(Block J),TIN SAU RD|天富苑J座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase1|BlockJ|34|2consid4.46,34
43231,19112900740079,ASP,2019-11-20,RES,blank,2001/03,4.6960000000000015,854,650,5499,7225,blank,blank,5647355,19112900740079,1,32.0,K,1,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 1|Block K,天秀路TIN FU COURT|Phase1|BlockK,天秀路TIN FU COURT|Phase1|BlockK|32|1,天水圍,2001,19,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑K座,天秀路","TIN FU COURT(BLOCK K),TIN SAU RD","TIN FU COURT(Block K),TIN SAU RD|天富苑K座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase1|BlockK|32|1consid4.6960000000000015,32
43232,19112901500099,ASP,2019-11-20,RES,blank,1993/11,4.58,830,603,5518,7595,blank,BW:4 SF (GI/NE) / ,5647494,19112901500099,3,18.0,A,blank,OI CHIU HSE,愛潮閣,TIN OI COURT,天愛苑,TIN SHUI RD,天瑞路,blank,blank,NTSW,TSWTL13,TIN OI COURT|OI CHIU HSE愛潮閣|Phase |Block A,天瑞路TIN OI COURTOI CHIU HSE愛潮閣|Phase|BlockA,天瑞路TIN OI COURTOI CHIU HSE愛潮閣|Phase|BlockA|18|3,天水圍,1993,27,OI CHIU HSE愛潮閣,blank TIN SHUI RD|天瑞路,blank TIN SHUI RD,blank 天瑞路,"愛潮閣,天愛苑,天瑞路","OI CHIU HSE,TIN OI COURT,TIN SHUI RD","OI CHIU HSE,TIN OI COURT,TIN SHUI RD|愛潮閣,天愛苑,天瑞路",TIN SHUI RDTIN OI COURTOI CHIU HSE愛潮閣|Phaseblank|BlockA|18|3consid4.58,18
43233,19112901760014,ASP,2019-11-01,RES,blank,1993/09,4.8,573,455,8377,10549,blank,BW:29 SF (GI/NE) / ,5647606,19112901760014,F,17.0,1,blank,CHESTWOOD COURT,翠湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN SHUI RD,天瑞路,8,blank,NTSW,TSWTL3RP,KINGSWOOD VILLAS|CHESTWOOD COURT翠湖居|Phase |Block 1,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block1,天瑞路KINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phase|Block1|17|F,天水圍,1993,27,CHESTWOOD COURT翠湖居,8 TIN SHUI RD|天瑞路,8 TIN SHUI RD,8 天瑞路,"翠湖居,嘉湖山莊,天瑞路","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD","CHESTWOOD COURT,KINGSWOOD VILLAS,TIN SHUI RD|翠湖居,嘉湖山莊,天瑞路",TIN SHUI RDKINGSWOOD VILLASCHESTWOOD COURT翠湖居|Phaseblank|Block1|17|Fconsid4.8,17
43234,19112901940038,ASP,2019-11-08,RES,blank,2010/07,7.97,895,682,8905,11686,blank,BW:30 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5647648,19112901940038,H,11.0,9,2,CENTRAL PARK TOWERS II,柏慧豪廷,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS|CENTRAL PARK TOWERS II柏慧豪廷|Phase 2|Block 9,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block9,天恩路CENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block9|11|H,天水圍,2010,10,CENTRAL PARK TOWERS II柏慧豪廷,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪廷,柏慧豪園,天恩路","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD","CENTRAL PARK TOWERS II,CENTRAL PARK TOWERS,TIN YAN RD|柏慧豪廷,柏慧豪園,天恩路",TIN YAN RDCENTRAL PARK TOWERSCENTRAL PARK TOWERS II柏慧豪廷|Phase2|Block9|11|Hconsid7.97,11
43235,19112901940203,ASP,2019-11-12,RES,blank,1992/08,5.53,708,557,7811,9928,blank,BW:43 SF (GI/NE) / ,5647656,19112901940203,G,4.0,14,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 14,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block14,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block14|4|G,天水圍,1992,28,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block14|4|Gconsid5.53,4
43236,19112902370161,ASP,2019-11-11,RES,blank,1995/09,5.08,581,457,8744,11116,blank,BW:31 SF (GI/NE) / ,5647781,19112902370161,E,12.0,10,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 10,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block10,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block10|12|E,天水圍,1995,25,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block10|12|Econsid5.08,12
43238,19112902470054,ASP,2019-11-15,RES,blank,2001/03,4.75,854,650,5562,7308,blank,blank,5647833,19112902470054,2,24.0,M,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block M,天秀路TIN FU COURT|Phase2|BlockM,天秀路TIN FU COURT|Phase2|BlockM|24|2,天水圍,2001,19,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑M座,天秀路","TIN FU COURT(BLOCK M),TIN SAU RD","TIN FU COURT(Block M),TIN SAU RD|天富苑M座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockM|24|2consid4.75,24
43239,19112902470107,ASP,2019-11-08,RES,blank,1996/02,5.98,704,559,8494,10698,blank,BW:31 SF (GI/NE) / ,5647838,19112902470107,D,7.0,2,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2|7|D,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block2|7|Dconsid5.98,7
43240,19120201400603,ASP,2019-11-20,RES,blank,2000/01,5.03,828,649,6075,7750,blank,blank,5648236,19120201400603,3,6.0,N,2,SHING CHUN HSE,盛珍閣,TIN SHING COURT,天盛苑,TIN CHING ST,天靖街,3,blank,NTSW,TSWTL17RP,TIN SHING COURT|SHING CHUN HSE盛珍閣|Phase 2|Block N,天靖街TIN SHING COURTSHING CHUN HSE盛珍閣|Phase2|BlockN,天靖街TIN SHING COURTSHING CHUN HSE盛珍閣|Phase2|BlockN|6|3,天水圍,2000,20,SHING CHUN HSE盛珍閣,3 TIN CHING ST|天靖街,3 TIN CHING ST,3 天靖街,"盛珍閣,天盛苑,天靖街","SHING CHUN HSE,TIN SHING COURT,TIN CHING ST","SHING CHUN HSE,TIN SHING COURT,TIN CHING ST|盛珍閣,天盛苑,天靖街",TIN CHING STTIN SHING COURTSHING CHUN HSE盛珍閣|Phase2|BlockN|6|3consid5.03,6
43241,19120201400610,ASP,2019-11-04,RES,blank,1991/12,5.4979999999999976,708,557,7766,9871,blank,BW:43 SF (GI/NE) / ,5648237,19120201400610,G,5.0,4,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 4,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block4,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block4|5|G,天水圍,1991,29,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block4|5|Gconsid5.497999999999998,5
