,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
105534,19012400820048,ASP,2019-01-09,RES,blank,1985/05,4.18,410,305,10195,13705,blank,BW:22 SF (GI/NE) / ,5489392,19012400820048,D,26.0,43,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,3,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 43,得寶街CITY ONE SHATIN|Phase|Block43,得寶街CITY ONE SHATIN|Phase|Block43|26|D,沙田,1985,35,blankblank,3 TAK PO ST|得寶街,3 TAK PO ST,3 得寶街,"沙田第一城43座,得寶街","CITY ONE SHATIN(BLOCK 43),TAK PO ST","CITY ONE SHATIN(Block 43),TAK PO ST|沙田第一城43座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block43|26|Dconsid4.18,26,高層,東南,四正,有,單位實用四正 交通方便 配套完善
105536,19012401070031,ASP,2019-01-08,RES,blank,1985/10,5.3,414,294,12802,18027,blank,BW:22 SF (GI/NE) / ,5489435,19012401070031,5,17.0,A,blank,blank,blank,CHUEN FAI CTR,全輝中心,KONG PUI ST,崗背街,9,11,NST,STTL128,CHUEN FAI CTR||Phase |Block A,崗背街CHUEN FAI CTR|Phase|BlockA,崗背街CHUEN FAI CTR|Phase|BlockA|17|5,沙田,1985,35,blankblank,9-11 KONG PUI ST|崗背街,9-11 KONG PUI ST,9-11 崗背街,"全輝中心A座,崗背街","CHUEN FAI CTR(BLOCK A),KONG PUI ST","CHUEN FAI CTR(Block A),KONG PUI ST|全輝中心A座,崗背街",KONG PUI STCHUEN FAI CTRblankblank|Phaseblank|BlockA|17|5consid5.3,17,高層,南,呂字型,有,單位實用四正 交通方便 配套完善
105539,19012401460260,ASP,2019-01-09,RES,blank,2010/11,13.0,1273,959,10212,13556,blank,BW:53 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / ,5489526,19012401460260,SC-B,5.0,2,2,blank,盛薈,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛薈|Phase 2|Block 2,美田路FESTIVAL CITY盛薈|Phase2|Block2,美田路FESTIVAL CITY盛薈|Phase2|Block2|5|SC-B,沙田,2010,10,blank盛薈,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城2座,美田路","FESTIVAL CITY(BLOCK 2),MEI TIN RD","FESTIVAL CITY(Block 2),MEI TIN RD|名城2座,美田路",MEI TIN RDFESTIVAL CITYblank盛薈|Phase2|Block2|5|SC-Bconsid13.0,5,低層,西,沒資料,有,業主減價 上車筍盤 歡迎約睇
105540,19012401520025,ASP,2019-01-08,RES,blank,1985/10,4.91,395,285,12430,17228,blank,BW:33 SF (GI/NE) / ,5489561,19012401520025,F,17.0,40,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,14,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 40,百得街CITY ONE SHATIN|Phase|Block40,百得街CITY ONE SHATIN|Phase|Block40|17|F,沙田,1985,35,blankblank,14 PAK TAK ST|百得街,14 PAK TAK ST,14 百得街,"沙田第一城40座,百得街","CITY ONE SHATIN(BLOCK 40),PAK TAK ST","CITY ONE SHATIN(Block 40),PAK TAK ST|沙田第一城40座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block40|17|Fconsid4.91,17,中層,西南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105541,19012401540029,ASP,2019-01-17,RES,blank,1988/03,5.66,605,493,9355,11481,blank,blank,5489564,19012401540029,4,32.0,A,blank,KA HONG HSE,嘉康閣,KA TIN COURT,嘉田苑,HIN TIN ST,顯田街,10,blank,NST,STTL290RP,KA TIN COURT|KA HONG HSE嘉康閣|Phase |Block A,顯田街KA TIN COURTKA HONG HSE嘉康閣|Phase|BlockA,顯田街KA TIN COURTKA HONG HSE嘉康閣|Phase|BlockA|32|4,沙田,1988,32,KA HONG HSE嘉康閣,10 HIN TIN ST|顯田街,10 HIN TIN ST,10 顯田街,"嘉康閣,嘉田苑,顯田街","KA HONG HSE,KA TIN COURT,HIN TIN ST","KA HONG HSE,KA TIN COURT,HIN TIN ST|嘉康閣,嘉田苑,顯田街",HIN TIN STKA TIN COURTKA HONG HSE嘉康閣|Phaseblank|BlockA|32|4consid5.66,32,中層,西北,四正,基本,業主減價 上車筍盤 歡迎約睇
105542,19012401820027,ASP,2019-01-09,RES,blank,1981/05,5.148,395,327,13033,15743,blank,blank,5489639,19012401820027,G,16.0,8,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK KEI ST,得基街,5,blank,NST,STTL1sARP,CITY ONE SHATIN||Phase |Block 8,得基街CITY ONE SHATIN|Phase|Block8,得基街CITY ONE SHATIN|Phase|Block8|16|G,沙田,1981,39,blankblank,5 TAK KEI ST|得基街,5 TAK KEI ST,5 得基街,"沙田第一城8座,得基街","CITY ONE SHATIN(BLOCK 8),TAK KEI ST","CITY ONE SHATIN(Block 8),TAK KEI ST|沙田第一城8座,得基街",TAK KEI STCITY ONE SHATINblankblank|Phaseblank|Block8|16|Gconsid5.148,16,低層,東,沒資料,有,單位實用四正 交通方便 配套完善
105543,19012401940088,ASP,2019-01-11,RES,blank,1985/09,4.72,440,289,10727,16332,blank,BW:45 SF (GI/NE) / ,5489667,19012401940088,4,14.0,C,blank,blank,blank,HILTON PLAZA,希爾頓中心,SHA TIN CTR ST,沙田正街,3,9,NST,STTL161,HILTON PLAZA||Phase |Block C,沙田正街HILTON PLAZA|Phase|BlockC,沙田正街HILTON PLAZA|Phase|BlockC|14|4,沙田,1985,35,blankblank,3-9 SHA TIN CTR ST|沙田正街,3-9 SHA TIN CTR ST,3-9 沙田正街,"希爾頓中心C座,沙田正街","HILTON PLAZA(BLOCK C),SHA TIN CTR ST","HILTON PLAZA(Block C),SHA TIN CTR ST|希爾頓中心C座,沙田正街",SHA TIN CTR STHILTON PLAZAblankblank|Phaseblank|BlockC|14|4consid4.72,14,低層,南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105545,19012500490029,ASP,2019-01-14,RES,blank,1985/12,5.05,494,385,10223,13117,blank,BW:16 SF (GU/NU) / ,5489853,19012500490029,E,2.0,blank,blank,GLAMOUR GDN,金輝花園,blank,blank,CHIK FAI ST,積輝街,1,5,NST,STTL226,|GLAMOUR GDN金輝花園|Phase |Block ,積輝街GLAMOUR GDN金輝花園|Phase|Block,積輝街GLAMOUR GDN金輝花園|Phase|Block|2|E,沙田,1985,35,GLAMOUR GDN金輝花園,1-5 CHIK FAI ST|積輝街,1-5 CHIK FAI ST,1-5 積輝街,"金輝花園,積輝街","GLAMOUR GDN,CHIK FAI ST","GLAMOUR GDN,CHIK FAI ST|金輝花園,積輝街",CHIK FAI STblankGLAMOUR GDN金輝花園|Phaseblank|Blockblank|2|Econsid5.05,2,中層,西南,四正,基本,單位實用四正 交通方便 配套完善
105546,19012500490086,ASP,2019-01-10,RES,blank,1984/09,3.98,368,246,10815,16179,blank,BW:35 SF (GI/NE) / ,5489856,19012500490086,4,5.0,E,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block E,大涌橋路GARDEN RIVERA|Phase|BlockE,大涌橋路GARDEN RIVERA|Phase|BlockE|5|4,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園E座,大涌橋路","GARDEN RIVERA(BLOCK E),TAI CHUNG KIU RD","GARDEN RIVERA(Block E),TAI CHUNG KIU RD|河畔花園E座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockE|5|4consid3.98,5,高層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105549,19012500780062,ASP,2019-01-21,RES,blank,1981/08,9.85,980,826,10051,11925,blank,BW:21 SF (GI/NE) / ,5489934,19012500780062,B,12.0,14,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK LEE ST,百利街,3,blank,NST,STTL1sARP,CITY ONE SHATIN||Phase |Block 14,百利街CITY ONE SHATIN|Phase|Block14,百利街CITY ONE SHATIN|Phase|Block14|12|B,沙田,1981,39,blankblank,3 PAK LEE ST|百利街,3 PAK LEE ST,3 百利街,"沙田第一城14座,百利街","CITY ONE SHATIN(BLOCK 14),PAK LEE ST","CITY ONE SHATIN(Block 14),PAK LEE ST|沙田第一城14座,百利街",PAK LEE STCITY ONE SHATINblankblank|Phaseblank|Block14|12|Bconsid9.85,12,低層,西南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
105551,19012501680051,ASP,2019-01-18,RES,blank,1985/04,4.56,423,315,10780,14476,blank,BW:32 SF (GI/NE) / ,5490163,19012501680051,D,26.0,blank,blank,SPRINGFIELD GDN,春暉園,blank,blank,YUEN CHAU KOK RD,圓洲角路,11,blank,NST,STTL126,|SPRINGFIELD GDN春暉園|Phase |Block ,圓洲角路SPRINGFIELD GDN春暉園|Phase|Block,圓洲角路SPRINGFIELD GDN春暉園|Phase|Block|26|D,沙田,1985,35,SPRINGFIELD GDN春暉園,11 YUEN CHAU KOK RD|圓洲角路,11 YUEN CHAU KOK RD,11 圓洲角路,"春暉園,圓洲角路","SPRINGFIELD GDN,YUEN CHAU KOK RD","SPRINGFIELD GDN,YUEN CHAU KOK RD|春暉園,圓洲角路",YUEN CHAU KOK RDblankSPRINGFIELD GDN春暉園|Phaseblank|Blockblank|26|Dconsid4.56,26,高層,南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105552,19012502000051,ASP,2019-01-15,RES,blank,1985/12,6.0,623,492,9631,12195,blank,BW:7 SF (GI/NE) / ,5490248,19012502000051,G,32.0,5,blank,blank,blank,JUBILEE GDN,銀禧花園,LOK KING ST,樂景街,2,18,NST,STTL87,JUBILEE GDN||Phase |Block 5,樂景街JUBILEE GDN|Phase|Block5,樂景街JUBILEE GDN|Phase|Block5|32|G,沙田,1985,35,blankblank,2-18 LOK KING ST|樂景街,2-18 LOK KING ST,2-18 樂景街,"銀禧花園5座,樂景街","JUBILEE GDN(BLOCK 5),LOK KING ST","JUBILEE GDN(Block 5),LOK KING ST|銀禧花園5座,樂景街",LOK KING STJUBILEE GDNblankblank|Phaseblank|Block5|32|Gconsid6.0,32,中層,東北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
105554,19012502370178,ASP,2019-01-11,RES,blank,1984/09,4.0,368,246,10870,16260,blank,BW:35 SF (GI/NE) / ,5490325,19012502370178,7,27.0,D,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block D,大涌橋路GARDEN RIVERA|Phase|BlockD,大涌橋路GARDEN RIVERA|Phase|BlockD|27|7,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園D座,大涌橋路","GARDEN RIVERA(BLOCK D),TAI CHUNG KIU RD","GARDEN RIVERA(Block D),TAI CHUNG KIU RD|河畔花園D座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockD|27|7consid4.0,27,中層,東南,四正,基本,單位實用四正 交通方便 配套完善
105558,19012800260032,ASP,2019-01-18,RES,blank,1985/10,4.28,380,270,11263,15852,blank,BW:24 SF (GI/NE) / ,5490588,19012800260032,7,17.0,A,blank,blank,blank,CHUEN FAI CTR,全輝中心,KONG PUI ST,崗背街,9,11,NST,STTL128,CHUEN FAI CTR||Phase |Block A,崗背街CHUEN FAI CTR|Phase|BlockA,崗背街CHUEN FAI CTR|Phase|BlockA|17|7,沙田,1985,35,blankblank,9-11 KONG PUI ST|崗背街,9-11 KONG PUI ST,9-11 崗背街,"全輝中心A座,崗背街","CHUEN FAI CTR(BLOCK A),KONG PUI ST","CHUEN FAI CTR(Block A),KONG PUI ST|全輝中心A座,崗背街",KONG PUI STCHUEN FAI CTRblankblank|Phaseblank|BlockA|17|7consid4.28,17,中層,西,四正,基本,業主減價 上車筍盤 歡迎約睇
105559,19012800440577,ASP,2019-01-22,RES,blank,1996/04,3.78,517,402,7311,9403,blank,blank,5490628,19012800440577,10,31.0,A,blank,FU CHUNG HSE,富松閣,MEI CHUNG COURT,美松苑,MEI TIN RD,美田路,25,blank,NST,STTL396RP,MEI CHUNG COURT|FU CHUNG HSE富松閣|Phase |Block A,美田路MEI CHUNG COURTFU CHUNG HSE富松閣|Phase|BlockA,美田路MEI CHUNG COURTFU CHUNG HSE富松閣|Phase|BlockA|31|10,沙田,1996,24,FU CHUNG HSE富松閣,25 MEI TIN RD|美田路,25 MEI TIN RD,25 美田路,"富松閣,美松苑,美田路","FU CHUNG HSE,MEI CHUNG COURT,MEI TIN RD","FU CHUNG HSE,MEI CHUNG COURT,MEI TIN RD|富松閣,美松苑,美田路",MEI TIN RDMEI CHUNG COURTFU CHUNG HSE富松閣|Phaseblank|BlockA|31|10consid3.78,31,高層,西北,呂字型,良好,單位實用四正 交通方便 配套完善
105560,19012800440632,ASP,2019-01-22,RES,blank,1986/05,2.95,0,490,0,6020,blank,blank,5490631,19012800440632,20,21.0,3,blank,HIN YEUNG HSE,顯楊樓,HIN KENG EST,顯徑村,CHE KUNG MIU RD,車公廟路,69,blank,NST,STTL503,HIN KENG EST|HIN YEUNG HSE顯楊樓|Phase |Block 3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3|21|20,沙田,1986,34,HIN YEUNG HSE顯楊樓,69 CHE KUNG MIU RD|車公廟路,69 CHE KUNG MIU RD,69 車公廟路,"顯楊樓,顯徑村,車公廟路","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD|顯楊樓,顯徑村,車公廟路",CHE KUNG MIU RDHIN KENG ESTHIN YEUNG HSE顯楊樓|Phaseblank|Block3|21|20consid2.95,21,高層,東,四正,良好,單位實用四正 交通方便 配套完善
105562,19012800740038,ASP,2019-01-17,RES,blank,1999/10,7.4,718,556,10306,13309,blank,BW:46 SF (GI/NE) / ,5490690,19012800740038,D,25.0,3,blank,blank,blank,CASTELLO,帝堡城,SIU LEK YUEN RD,小瀝源路,69,blank,NST,STTL439,CASTELLO||Phase |Block 3,小瀝源路CASTELLO|Phase|Block3,小瀝源路CASTELLO|Phase|Block3|25|D,沙田,1999,21,blankblank,69 SIU LEK YUEN RD|小瀝源路,69 SIU LEK YUEN RD,69 小瀝源路,"帝堡城3座,小瀝源路","CASTELLO(BLOCK 3),SIU LEK YUEN RD","CASTELLO(Block 3),SIU LEK YUEN RD|帝堡城3座,小瀝源路",SIU LEK YUEN RDCASTELLOblankblank|Phaseblank|Block3|25|Dconsid7.4,25,高層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
105564,19012801660018,ASP,2019-01-21,RES,blank,1982/04,10.18,1018,856,10000,11893,blank,BW:21 SF (GI/NE) / ,5490937,19012801660018,C,14.0,15,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK LEE ST,百利街,2,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 15,百利街CITY ONE SHATIN|Phase|Block15,百利街CITY ONE SHATIN|Phase|Block15|14|C,沙田,1982,38,blankblank,2 PAK LEE ST|百利街,2 PAK LEE ST,2 百利街,"沙田第一城15座,百利街","CITY ONE SHATIN(BLOCK 15),PAK LEE ST","CITY ONE SHATIN(Block 15),PAK LEE ST|沙田第一城15座,百利街",PAK LEE STCITY ONE SHATINblankblank|Phaseblank|Block15|14|Cconsid10.18,14,高層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105565,19012801690175,ASP,2019-01-23,RES,blank,1983/02,2.52,0,443,0,5688,blank,blank,5490953,19012801690175,29,16.0,1,blank,POK MAN HSE,博文樓,POK HONG EST,博康村,SHA KOK ST,沙角街,6,blank,NST,STTL531,POK HONG EST|POK MAN HSE博文樓|Phase |Block 1,沙角街POK HONG ESTPOK MAN HSE博文樓|Phase|Block1,沙角街POK HONG ESTPOK MAN HSE博文樓|Phase|Block1|16|29,沙田,1983,37,POK MAN HSE博文樓,6 SHA KOK ST|沙角街,6 SHA KOK ST,6 沙角街,"博文樓,博康村,沙角街","POK MAN HSE,POK HONG EST,SHA KOK ST","POK MAN HSE,POK HONG EST,SHA KOK ST|博文樓,博康村,沙角街",SHA KOK STPOK HONG ESTPOK MAN HSE博文樓|Phaseblank|Block1|16|29consid2.52,16,高層,西北,四正,良好,單位實用四正 交通方便 配套完善
105566,19012801840034,ASP,2019-01-18,RES,blank,1987/10,4.288,499,300,8593,14293,blank,BW:49 SF (GI/NE) / ,5490972,19012801840034,1,14.0,F,2,GOLDEN FULLNESS COURT,金滿閣,GOLDEN LION GDN,金獅花園,KAK TIN ST,隔田街,1,3,NST,STTL243,GOLDEN LION GDN|GOLDEN FULLNESS COURT金滿閣|Phase 2|Block F,隔田街GOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF,隔田街GOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF|14|1,沙田,1987,33,GOLDEN FULLNESS COURT金滿閣,1-3 KAK TIN ST|隔田街,1-3 KAK TIN ST,1-3 隔田街,"金滿閣,金獅花園,隔田街","GOLDEN FULLNESS COURT,GOLDEN LION GDN,KAK TIN ST","GOLDEN FULLNESS COURT,GOLDEN LION GDN,KAK TIN ST|金滿閣,金獅花園,隔田街",KAK TIN STGOLDEN LION GDNGOLDEN FULLNESS COURT金滿閣|Phase2|BlockF|14|1consid4.288,14,低層,西,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105569,19012902130084,ASP,2019-01-18,RES,blank,2002/07,6.18,833,650,7419,9508,blank,blank,5491702,19012902130084,4,2.0,B,blank,blank,blank,KA KENG COURT,嘉徑苑,HIN KENG ST,顯徑街,16,blank,NST,STTL493,KA KENG COURT||Phase |Block B,顯徑街KA KENG COURT|Phase|BlockB,顯徑街KA KENG COURT|Phase|BlockB|2|4,沙田,2002,18,blankblank,16 HIN KENG ST|顯徑街,16 HIN KENG ST,16 顯徑街,"嘉徑苑B座,顯徑街","KA KENG COURT(BLOCK B),HIN KENG ST","KA KENG COURT(Block B),HIN KENG ST|嘉徑苑B座,顯徑街",HIN KENG STKA KENG COURTblankblank|Phaseblank|BlockB|2|4consid6.18,2,中層,西北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105570,19012902130132,ASP,2019-01-23,RES,blank,2002/04,4.8,682,517,7038,9284,blank,blank,5491704,19012902130132,6,2.0,F,blank,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase |Block F,牛皮沙街YU CHUI COURT|Phase|BlockF,牛皮沙街YU CHUI COURT|Phase|BlockF|2|6,沙田,2002,18,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑F座,牛皮沙街","YU CHUI COURT(BLOCK F),NGAU PEI SHA ST","YU CHUI COURT(Block F),NGAU PEI SHA ST|愉翠苑F座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phaseblank|BlockF|2|6consid4.8,2,低層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
105574,19013000680041,ASP,2019-01-21,RES,blank,1986/06,5.25,483,367,10870,14305,blank,BW:13 SF (GI/NE) / ,5491989,19013000680041,A,17.0,1,blank,blank,blank,WAI WAH CTR,偉華中心,SHA TIN CTR ST,沙田正街,11,17,NST,STTL159,WAI WAH CTR||Phase |Block 1,沙田正街WAI WAH CTR|Phase|Block1,沙田正街WAI WAH CTR|Phase|Block1|17|A,沙田,1986,34,blankblank,11-17 SHA TIN CTR ST|沙田正街,11-17 SHA TIN CTR ST,11-17 沙田正街,"偉華中心1座,沙田正街","WAI WAH CTR(BLOCK 1),SHA TIN CTR ST","WAI WAH CTR(Block 1),SHA TIN CTR ST|偉華中心1座,沙田正街",SHA TIN CTR STWAI WAH CTRblankblank|Phaseblank|Block1|17|Aconsid5.25,17,低層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105577,19013000980050,ASP,2019-01-08,RES,blank,2001/09,6.68,530,399,12604,16742,blank,BW:28 SF (GI/NE) / ,5492039,19013000980050,D,16.0,1,blank,blank,blank,PRIMA VILLA,欣廷軒,CHUI YAN ST,翠欣街,8,blank,NST,STTL394,PRIMA VILLA||Phase |Block 1,翠欣街PRIMA VILLA|Phase|Block1,翠欣街PRIMA VILLA|Phase|Block1|16|D,沙田,2001,19,blankblank,8 CHUI YAN ST|翠欣街,8 CHUI YAN ST,8 翠欣街,"欣廷軒1座,翠欣街","PRIMA VILLA(BLOCK 1),CHUI YAN ST","PRIMA VILLA(Block 1),CHUI YAN ST|欣廷軒1座,翠欣街",CHUI YAN STPRIMA VILLAblankblank|Phaseblank|Block1|16|Dconsid6.68,16,中層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105578,19013000980060,ASP,2019-01-18,RES,blank,2011/12,12.05,1030,786,11699,15331,blank,BW:33 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5492040,19013000980060,SC-B,22.0,3,3,blank,盛世,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛世|Phase 3|Block 3,美田路FESTIVAL CITY盛世|Phase3|Block3,美田路FESTIVAL CITY盛世|Phase3|Block3|22|SC-B,沙田,2011,9,blank盛世,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城3座,美田路","FESTIVAL CITY(BLOCK 3),MEI TIN RD","FESTIVAL CITY(Block 3),MEI TIN RD|名城3座,美田路",MEI TIN RDFESTIVAL CITYblank盛世|Phase3|Block3|22|SC-Bconsid12.05,22,中層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105580,19013001290018,ASP,2019-01-25,RES,blank,1986/01,4.9,410,305,11951,16066,blank,BW:22 SF (GI/NE) / ,5492098,19013001290018,D,16.0,49,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK YI ST,得怡街,7,blank,NST,STTL1sM,CITY ONE SHATIN||Phase |Block 49,得怡街CITY ONE SHATIN|Phase|Block49,得怡街CITY ONE SHATIN|Phase|Block49|16|D,沙田,1986,34,blankblank,7 TAK YI ST|得怡街,7 TAK YI ST,7 得怡街,"沙田第一城49座,得怡街","CITY ONE SHATIN(BLOCK 49),TAK YI ST","CITY ONE SHATIN(Block 49),TAK YI ST|沙田第一城49座,得怡街",TAK YI STCITY ONE SHATINblankblank|Phaseblank|Block49|16|Dconsid4.9,16,低層,北,呂字型,良好,單位實用四正 交通方便 配套完善
105581,19013001400048,ASP,2019-01-23,RES,blank,1980/09,4.16,520,457,8000,9103,blank,blank,5492130,19013001400048,12,15.0,E,1,HING SING HSE,慶盛閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,17,blank,NST,STTL43RP,SUI WO COURT|HING SING HSE慶盛閣|Phase 1|Block E,穗禾路SUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE,穗禾路SUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE|15|12,沙田,1980,40,HING SING HSE慶盛閣,17 SUI WO RD|穗禾路,17 SUI WO RD,17 穗禾路,"慶盛閣,穗禾苑,穗禾路","HING SING HSE,SUI WO COURT,SUI WO RD","HING SING HSE,SUI WO COURT,SUI WO RD|慶盛閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE|15|12consid4.16,15,低層,西,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105582,19013001460011,ASP,2019-01-02,RES,blank,1995/09,10.0,822,686,12165,14577,blank,BW:37 SF (GI/NE) / ,5492143,19013001460011,A,27.0,3,blank,blank,blank,ROYAL ASCOT,駿景園,TSUN KING RD,駿景路,1,blank,NST,STTL411,ROYAL ASCOT||Phase |Block 3,駿景路ROYAL ASCOT|Phase|Block3,駿景路ROYAL ASCOT|Phase|Block3|27|A,沙田,1995,25,blankblank,1 TSUN KING RD|駿景路,1 TSUN KING RD,1 駿景路,"駿景園3座,駿景路","ROYAL ASCOT(BLOCK 3),TSUN KING RD","ROYAL ASCOT(Block 3),TSUN KING RD|駿景園3座,駿景路",TSUN KING RDROYAL ASCOTblankblank|Phaseblank|Block3|27|Aconsid10.0,27,中層,西,沒資料,有,業主減價 上車筍盤 歡迎約睇
105583,19013001590063,ASP,2019-01-25,RES,CP,2006/02,11.52,1008,793,11429,14527,blank,BW:36 SF (GU/NU) / BAL:23 SF (GU/NU) / UP:16 SF (GU/NU) / ,5492185,19013001590063,C,17.0,C,blank,blank,blank,THE GRANDVILLE,晉名峰,LOK KWAI PATH,樂葵徑,2,blank,NST,STTL526,THE GRANDVILLE||Phase |Block C,樂葵徑THE GRANDVILLE|Phase|BlockC,樂葵徑THE GRANDVILLE|Phase|BlockC|17|C,沙田,2006,14,blankblank,2 LOK KWAI PATH|樂葵徑,2 LOK KWAI PATH,2 樂葵徑,"晉名峰C座,樂葵徑","THE GRANDVILLE(BLOCK C),LOK KWAI PATH","THE GRANDVILLE(Block C),LOK KWAI PATH|晉名峰C座,樂葵徑",LOK KWAI PATHTHE GRANDVILLEblankblank|Phaseblank|BlockC|17|Cconsid11.52,17,高層,東南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
