,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
528,7776258,MEM-ASP,1999-04-13,RES,blank,1965/10,22.0,3160,2820,6962,7801.418439716312,CPS 6C ,blank,225243,7776258,C,6.0,blank,blank,EREDINE,七重天大廈,blank,,MOUNT KELLETT RD,加列山道,38,blank,HP,RBL587,|EREDINE七重天大廈|Phase |Block ,加列山道EREDINE七重天大廈|Phase|Block,加列山道EREDINE七重天大廈|Phase|Block|6|C,山頂,1965,55,EREDINE七重天大廈,38 MOUNT KELLETT RD,38 加列山道,"38 MOUNT KELLETT RD,Hong Kong",38 MOUNT KELLETT RD|38 加列山道,"七重天大廈,加列山道","EREDINE,MOUNT KELLETT RD","七重天大廈,加列山道,香港","EREDINE,MOUNT KELLETT RD,Hong Kong","EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道","EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道|6|Cconsid22.0",6,26938.360073697528
532,7798990,ASP,1999-06-09,RES,blank,1970/03,7.5,0,1075,0,6976.7441860465115,CPS C8 ,blank,241796,7798990,2,2.0,C,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,8,10,HP,RBL802,VILLA VERDE||Phase |Block C,僑福道VILLA VERDE|Phase|BlockC,僑福道VILLA VERDE|Phase|BlockC|2|2,山頂,1970,50,,8-10 GUILDFORD RD,8-10 僑福道,"8-10 GUILDFORD RD,Hong Kong",8-10 GUILDFORD RD|8-10 僑福道,"環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD","環翠園,C座,僑福道,香港","VILLA VERDE,Block C,GUILDFORD RD,Hong Kong","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道|2|2consid7.5",2,23787.811672441436
533,7800710,ASP,1999-06-17,RES,blank,1965/04,12.0,0,2590,0,4633.204633204633,CPS 326 ,blank,243933,7800710,2,14.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|14|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|14|2consid12.0",14,15797.311226486203
535,7802575,PRO-ASP,1999-06-07,RES,blank,1972/08,8.2,1720,1520,4767,5394.736842105262,CPS 354 ,blank,245061,7802575,2,6.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|6|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD","松柏新村,F座,司徒拔道,香港","EVERGREEN VILLA,Block F,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|6|2consid8.2",6,18393.821043208005
537,7817151,ASP,1999-07-08,RES,blank,1983/11,27.5,2847,2580,9659,10658.91472868217,CPS 16 ON G/F ,blank,255637,7817151,B,2.0,blank,blank,CAMERON HSE,嘉樂苑,blank,,MAGAZINE GAP RD,馬己仙峽道,40,blank,HP,RBL569,|CAMERON HSE嘉樂苑|Phase |Block ,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block|2|B,山頂,1983,37,CAMERON HSE嘉樂苑,40 MAGAZINE GAP RD,40 馬己仙峽道,"40 MAGAZINE GAP RD,Hong Kong",40 MAGAZINE GAP RD|40 馬己仙峽道,"嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD","嘉樂苑,馬己仙峽道,香港","CAMERON HSE,MAGAZINE GAP RD,Hong Kong","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道|2|Bconsid27.5",2,36718.22365010163
549,7867602,ASP,1999-08-12,RES,blank,9999,16.55,0,1920,0,8619.791666666666,CPS 36 ON LG/F ,blank,290815,7867602,A,4.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,blank,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|4|A,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|4|Aconsid16.55,4,29904.044854678454
551,7882290,ASP,1999-09-06,RES,blank,1965/04,13.0,2217,2074,5864,6268.081002892961,CPS 259 ,blank,300620,7882290,1,5.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|5|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|5|1consid13.0",5,22608.49086616729
556,7898795,ASP,1999-10-11,RES,blank,1965/04,9.5,2217,2062,4285,4607.17749757517,blank,blank,314660,7898795,2,3.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|3|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|3|2consid9.5",3,16742.64498297985
562,7913904,PRO-ASP,1999-10-17,RES,blank,1990/11,13.7,1993,1662,6874,8243.080625752105,blank,blank,329184,7913904,2,23.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL754860717549,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|23|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|23|2consid13.7",23,29955.64476421502
569,7938131,ASP,1999-12-03,RES,blank,1965/04,13.3,0,2920,0,4554.7945205479455,CPS 163 ,blank,345923,7938131,1,4.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550SA,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|4|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD","玫瑰新村,F座,司徒拔道,香港","VILLA MONTE ROSA,Block F,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|4|1consid13.3",4,16512.674041158993
577,7953438,ASP,1999-12-16,RES,blank,1972/08,8.08,1720,1520,4698,5315.789473684211,CPS G58 ON G/F ,blank,356832,7953438,2,16.0,E,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block E,司徒拔道EVERGREEN VILLA|Phase|BlockE,司徒拔道EVERGREEN VILLA|Phase|BlockE|16|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD","松柏新村,E座,司徒拔道,香港","EVERGREEN VILLA,Block E,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道|16|2consid8.08",16,19271.538694968775
578,7953650,ASP,1999-12-20,RES,blank,1972/09,18.8,2433,2213,7727,8495.255309534568,CPS 4 ,blank,356870,7953650,A,3.0,blank,blank,MOUNTAIN LODGE,崑廬,blank,,MOUNT KELLETT RD,加列山道,44,blank,HP,RBL199,|MOUNTAIN LODGE崑廬|Phase |Block ,加列山道MOUNTAIN LODGE崑廬|Phase|Block,加列山道MOUNTAIN LODGE崑廬|Phase|Block|3|A,山頂,1972,48,MOUNTAIN LODGE崑廬,44 MOUNT KELLETT RD,44 加列山道,"44 MOUNT KELLETT RD,Hong Kong",44 MOUNT KELLETT RD|44 加列山道,"崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD","崑廬,加列山道,香港","MOUNTAIN LODGE,MOUNT KELLETT RD,Hong Kong","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道|3|Aconsid18.8",3,30798.180069359933
579,7957641,ASP,1999-12-22,RES,blank,1972/08,7.9,1720,1520,4593,5197.368421052632,CPS G8 ON G/F ,blank,360310,7957641,2,16.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|16|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD","松柏新村,F座,司徒拔道,香港","EVERGREEN VILLA,Block F,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|16|2consid7.9",16,18842.22223889274
581,7960030,ASP,2000-01-03,RES,blank,1964/12,12.9,0,2270,0,5682.819383259912,CPS 5556 ,blank,361285,7960030,52,2.0,C,blank,blank,,BELLEVUE COURT,碧蕙園,STUBBS RD,司徒拔道,41,blank,HP,IL5303,BELLEVUE COURT||Phase |Block C,司徒拔道BELLEVUE COURT|Phase|BlockC,司徒拔道BELLEVUE COURT|Phase|BlockC|2|52,山頂,1964,56,,41 STUBBS RD,41 司徒拔道,"41 STUBBS RD,Hong Kong",41 STUBBS RD|41 司徒拔道,"碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD","碧蕙園,C座,司徒拔道,香港","BELLEVUE COURT,Block C,STUBBS RD,Hong Kong","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道|2|52consid12.9",2,20512.7571438129
582,7960673,PRO-ASP,1999-12-19,RES,blank,9999,16.88,0,1920,0,8791.666666666666,CPS 1 ,blank,361665,7960673,A,7.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,IL8369,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|7|A,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|7|Aconsid16.88,7,31872.77171127468
588,7969621,ASP,2000-01-07,RES,blank,1990/11,16.0,1993,1662,8028,9626.955475330926,CPS 25 ON CP2/F ,blank,367914,7969621,2,19.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|19|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|19|2consid16.0",19,34749.54707895058
590,7993320,ASP,2000-01-20,RES,blank,1990/11,13.0,1993,1662,6523,7821.901323706378,CPS 6 ON CPL3/F ,blank,382698,7993320,1,5.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL754860717549,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|5|1,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|5|1consid13.0",5,28234.007001647347
591,7997625,ASP,2000-02-02,RES,blank,1965/04,11.8,0,2138,0,5519.176800748363,blank,blank,385807,7997625,2,14.0,B,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block B,司徒拔道VILLA MONTE ROSA|Phase|BlockB,司徒拔道VILLA MONTE ROSA|Phase|BlockB|14|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD","玫瑰新村,B座,司徒拔道,香港","VILLA MONTE ROSA,Block B,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道|14|2consid11.8",14,17915.799066963114
594,8014123,ASP,2000-02-03,RES,blank,1965/04,12.5,2217,2062,5638,6062.075654704171,CPS 10CPS 270 ,blank,395449,8014123,2,20.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|20|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|20|2consid12.5",20,19678.10296341339
597,8033824,ASP,2000-03-08,RES,blank,1983/11,31.5,2847,2580,11064,12209.302325581395,CPS 7 ON G/F ,blank,408818,8033824,B,3.0,blank,blank,CAMERON HSE,嘉樂苑,blank,,MAGAZINE GAP RD,馬己仙峽道,40,blank,HP,RBL569,|CAMERON HSE嘉樂苑|Phase |Block ,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block|3|B,山頂,1983,37,CAMERON HSE嘉樂苑,40 MAGAZINE GAP RD,40 馬己仙峽道,"40 MAGAZINE GAP RD,Hong Kong",40 MAGAZINE GAP RD|40 馬己仙峽道,"嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD","嘉樂苑,馬己仙峽道,香港","CAMERON HSE,MAGAZINE GAP RD,Hong Kong","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道|3|Bconsid31.5",3,43247.261966077276
599,8037816,ASP,2000-03-09,RES,blank,1965/04,14.8,0,2580,0,5736.434108527132,blank,blank,410989,8037816,1,15.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|15|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|15|1consid14.8",15,20319.3484792998
603,8052092,ASP,2000-03-29,RES,blank,1972/03,13.988,2547,2353,5492,5944.751381215469,+BAL ,blank,423647,8052092,1,2.0,C,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block C,司徒拔道EVERGREEN VILLA|Phase|BlockC,司徒拔道EVERGREEN VILLA|Phase|BlockC|2|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD","松柏新村,C座,司徒拔道,香港","EVERGREEN VILLA,Block C,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道|2|1consid13.988",2,21057.240901304533
604,8054292,ASP,2000-03-20,RES,blank,1990/11,17.0,1993,1662,8530,10228.64019253911,CPS 3131A ON CPL1/F ,blank,425360,8054292,1,27.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,6,10,HP,IL754860717549,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|27|1,山頂,1990,30,,6-10 WONG NAI CHUNG GAP RD,6-10 黃泥涌峽道,"6-10 WONG NAI CHUNG GAP RD,Hong Kong",6-10 WONG NAI CHUNG GAP RD|6-10 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|27|1consid17.0",27,36231.44633224742
606,8061951,ASP,2000-04-07,RES,blank,1990/11,17.3,1993,1662,8680,10409.145607701565,CPS 12 ON CPL3/F ,blank,431303,8061951,2,23.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|23|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|23|2consid17.3",23,38365.2609615381
609,8067039,ASP,2000-04-15,RES,blank,9999,16.0,0,1920,0,8333.333333333334,CPS 23 ,blank,434996,8067039,B,5.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,IL8369,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|5|B,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|5|Bconsid16.0,5,30714.385220653337
610,8068933,ASP,2000-04-11,RES,blank,1972/03,13.45,2547,2353,5281,5716.107097322567,CPS G115 ON G/F+BAL ,blank,437917,8068933,1,4.0,C,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block C,司徒拔道EVERGREEN VILLA|Phase|BlockC,司徒拔道EVERGREEN VILLA|Phase|BlockC|4|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD","松柏新村,C座,司徒拔道,香港","EVERGREEN VILLA,Block C,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道|4|1consid13.45",4,21068.005841961105
613,8075483,ASP,2000-04-20,RES,blank,1990/11,15.0,1993,1662,7526,9025.270758122744,CPS 14 ON CPL3/F ,blank,443056,8075483,1,9.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,6,10,HP,IL754860717549,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|9|1,山頂,1990,30,,6-10 WONG NAI CHUNG GAP RD,6-10 黃泥涌峽道,"6-10 WONG NAI CHUNG GAP RD,Hong Kong",6-10 WONG NAI CHUNG GAP RD|6-10 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|9|1consid15.0",9,33264.67713428159
616,8079562,ASP,2000-04-20,RES,blank,1964/05,24.0,0,2700,0,8888.888888888889,CPS 10 ,blank,446204,8079562,61,6.0,C,blank,blank,,CAROLINA GARDENS,嘉樂園,COOMBE RD,甘道,20,34,HP,RBL765,CAROLINA GDNS||Phase |Block C,甘道CAROLINA GDNS|Phase|BlockC,甘道CAROLINA GDNS|Phase|BlockC|6|61,山頂,1964,56,,20-34 COOMBE RD,20-34 甘道,"20-34 COOMBE RD,Hong Kong",20-34 COOMBE RD|20-34 甘道,"嘉樂園C座,甘道","CAROLINA GARDENS(Block C),COOMBE RD","嘉樂園,C座,甘道,香港","CAROLINA GARDENS,Block C,COOMBE RD,Hong Kong","CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道","CAROLINA GARDENS(Block C),COOMBE RD|嘉樂園C座,甘道|6|61consid24.0",6,32762.01090203022
